Land Use,Property Address,Sale Date,Sale Price,Acreage,Neighborhood,Land Value,Building Value,Total Value,Finished Area,Foundation Type,Year Built,Exterior Wall,Grade,Bedrooms,Full Bath,Half Bath,SaleDT
SINGLE FAMILY,619  HOGAN RD,2016-02-26,395000.0,0.68,4026,47000.0,294300.0,341300.0,1887.0,CRAWL,1955.0,BRICK,C   ,3.0,2.0,0.0,2016-02-26
SINGLE FAMILY,619  JAMES AVE,2015-10-13,150000.0,0.25,3329,18000.0,67200.0,85200.0,874.0,CRAWL,1956.0,BRICK,C   ,3.0,1.0,0.0,2015-10-13
SINGLE FAMILY,619  MYRTLE ST,2014-10-24,156500.0,0.19,1926,24000.0,34900.0,59400.0,896.0,CRAWL,1930.0,FRAME,D   ,2.0,1.0,0.0,2014-10-24
SINGLE FAMILY,619  N 5TH ST,2015-01-15,126000.0,0.39,2026,26000.0,48800.0,74800.0,1406.0,CRAWL,1963.0,BRICK,C   ,3.0,1.0,0.0,2015-01-15
SINGLE FAMILY,619  PACES FERRY DR,2014-03-31,102000.0,0.36,4131,22000.0,86400.0,108400.0,1100.0,CRAWL,1963.0,BRICK,C   ,3.0,2.0,0.0,2014-03-31
SINGLE FAMILY,619  SHELBY AVE,2013-05-30,125000.0,0.2,2326,60000.0,129800.0,189800.0,1368.0,FULL BSMT,1920.0,BRICK,C   ,3.0,2.0,0.0,2013-05-30
SINGLE FAMILY,6193  N NEW HOPE RD,2015-04-09,217000.0,0.98,6229,16000.0,137300.0,156900.0,1850.0,CRAWL,1980.0,BRICK,C   ,3.0,2.0,0.0,2015-04-09
SINGLE FAMILY,62  LUTIE ST,2016-03-25,165000.0,0.27,3130,18000.0,85400.0,103400.0,1125.0,CRAWL,1949.0,FRAME,C   ,2.0,1.0,0.0,2016-03-25
SINGLE FAMILY,62  VAUGHNS GAP RD,2016-01-27,300000.0,0.34,4326,70000.0,139400.0,209400.0,2444.48999,FULL BSMT,1964.0,BRICK,C   ,3.0,1.0,1.0,2016-01-27
SINGLE FAMILY,620  ALBANY DR,2014-04-25,150000.0,0.29,6228,27000.0,112300.0,139300.0,1936.0,SLAB,1969.0,BRICK,C   ,4.0,2.0,0.0,2014-04-25
SINGLE FAMILY,620  AMERICAN RD,2013-05-28,189900.0,0.45,3328,31000.0,142100.0,173100.0,1955.0,FULL BSMT,1959.0,BRICK,C   ,3.0,1.0,0.0,2013-05-28
SINGLE FAMILY,620  ANNEX AVE,2016-02-05,142500.0,0.19,3329,18000.0,46300.0,79400.0,648.0,CRAWL,1961.0,FRAME,C   ,2.0,1.0,0.0,2016-02-05
SINGLE FAMILY,620  BELGIUM DR,2016-03-16,257500.0,0.41,6228,27000.0,140700.0,167700.0,2660.76001,FULL BSMT,1983.0,FRAME,C   ,5.0,3.0,0.0,2016-03-16
SINGLE FAMILY,620  ELLIS CT,2013-12-20,142750.0,0.22,6231,26000.0,102900.0,128900.0,1264.0,CRAWL,1996.0,FRAME,C   ,3.0,2.0,0.0,2013-12-20
SINGLE FAMILY,620  EWING DR,2015-08-26,145000.0,1.16,4927,23700.0,65900.0,89600.0,2044.5,FULL BSMT,1950.0,FRAME,D   ,3.0,1.0,0.0,2015-08-26
SINGLE FAMILY,620  FARRELL PKWY,2014-07-01,232000.0,0.61,4026,46000.0,120400.0,166400.0,1430.0,CRAWL,1955.0,BRICK,C   ,2.0,1.0,1.0,2014-07-01
SINGLE FAMILY,620  HICKS RD,2013-01-24,150000.0,0.24,6732,36000.0,109400.0,145400.0,1900.0,SLAB,1969.0,BRICK,C   ,3.0,1.0,1.0,2013-01-24
SINGLE FAMILY,620  HOGAN RD,2013-07-08,326350.0,0.43,4026,46000.0,283900.0,329900.0,2222.0,CRAWL,1957.0,BRICK,C   ,3.0,2.0,1.0,2013-07-08
SINGLE FAMILY,620  HUNTINGTON RIDGE DR,2013-10-08,155000.0,0.3,4028,34000.0,118200.0,152200.0,1410.0,FULL BSMT,1970.0,BRICK,C   ,3.0,1.0,1.0,2013-10-08
SINGLE FAMILY,620  MYRTLE ST,2013-08-28,65500.0,0.17,1926,24000.0,46800.0,70800.0,1032.0,PT BSMT,1937.0,FRAME,D   ,3.0,1.0,0.0,2013-08-28
SINGLE FAMILY,620  RIVER ROUGE DR,2013-09-27,214900.0,0.33,3328,31000.0,152300.0,183300.0,2032.75,FULL BSMT,1960.0,BRICK,C   ,3.0,1.0,1.0,2013-09-27
SINGLE FAMILY,620  SHELBY AVE,2013-06-12,300000.0,0.2,2326,60000.0,251900.0,311900.0,2200.0,CRAWL,1934.0,BRICK,B   ,4.0,2.0,1.0,2013-06-12
SINGLE FAMILY,620  STOCKELL ST,2014-07-31,329900.0,0.17,2026,27000.0,227900.0,254900.0,2467.75,CRAWL,2014.0,FRAME,C   ,4.0,3.0,0.0,2014-07-31
SINGLE FAMILY,620  WATSONWOOD DR,2016-04-29,254900.0,0.43,4028,32000.0,121500.0,157500.0,1436.0,CRAWL,1959.0,BRICK,C   ,3.0,1.0,0.0,2016-04-29
SINGLE FAMILY,6200  LAREDO AVE,2014-04-29,109000.0,0.17,3329,18000.0,56500.0,74500.0,912.0,CRAWL,1959.0,FRAME,D   ,3.0,1.0,0.0,2014-04-29
SINGLE FAMILY,6200 CALIFORNIA  AVE,2016-07-05,253000.0,0.17,1226,25000.0,54000.0,79000.0,1097.0,CRAWL,1974.0,FRAME,D   ,2.0,1.0,0.0,2016-07-05
SINGLE FAMILY,6200 NEW YORK  AVE,2016-09-29,250000.0,0.18,1226,25000.0,47900.0,72900.0,1211.0,CRAWL,1930.0,FRAME,D   ,2.0,1.0,0.0,2016-09-29
SINGLE FAMILY,6201  CALIFORNIA AVE,2016-04-13,195000.0,0.17,1226,25000.0,67100.0,92100.0,1053.0,CRAWL,1972.0,BRICK,C   ,3.0,1.0,0.0,2016-04-13
SINGLE FAMILY,6201  JOCELYN HOLLOW RD,2015-05-28,800000.0,2.04,4429,275000.0,455200.0,730200.0,4540.0,CRAWL,1959.0,BRICK,B   ,4.0,4.0,1.0,2015-05-28
SINGLE FAMILY,6201  LOUISIANA AVE,2016-02-24,141000.0,0.18,1226,25000.0,74000.0,99000.0,1104.0,SLAB,1998.0,FRAME,D   ,3.0,2.0,0.0,2016-02-24
SINGLE FAMILY,6201 NEW YORK  AVE,2016-09-29,250000.0,0.17,1226,25000.0,34700.0,59700.0,883.0,CRAWL,1910.0,FRAME,D   ,2.0,1.0,0.0,2016-09-29
SINGLE FAMILY,6202  NEW YORK AVE,2015-10-16,100000.0,0.18,1226,25000.0,0.0,25000.0,,,,,,,,,2015-10-16
SINGLE FAMILY,6202 LARAMIE  AVE,2016-08-19,155000.0,0.19,3329,18000.0,70500.0,91200.0,912.0,CRAWL,1959.0,FRAME,C   ,3.0,1.0,0.0,2016-08-19
SINGLE FAMILY,6203  HOMELAND DR,2013-08-06,179900.0,1.21,4926,22900.0,195000.0,217900.0,2711.0,SLAB,1968.0,BRICK,B   ,4.0,2.0,0.0,2013-08-06
SINGLE FAMILY,6203  ROBERTSON AVE,2014-02-25,105000.0,0.25,3329,24000.0,102300.0,154900.0,1368.0,CRAWL,1948.0,FRAME,C   ,4.0,3.0,0.0,2014-02-25
SINGLE FAMILY,6204  FREEDOM DR,2013-06-07,120000.0,0.17,3329,24000.0,74000.0,98000.0,814.0,CRAWL,1958.0,FRAME,C   ,2.0,1.0,0.0,2013-06-07
SINGLE FAMILY,6204  GARDENDALE DR,2014-12-30,735000.0,1.21,9226,283500.0,195700.0,479200.0,3541.0,CRAWL,1958.0,BRICK,B   ,3.0,2.0,1.0,2014-12-30
SINGLE FAMILY,6204 CALIFORNIA  AVE,2016-09-27,235000.0,0.17,1226,25000.0,40600.0,65600.0,936.0,CRAWL,1940.0,FRAME,D   ,2.0,1.0,0.0,2016-09-27
SINGLE FAMILY,6204 FREEDOM  DR,2016-05-10,189900.0,0.17,3329,24000.0,74000.0,98000.0,814.0,CRAWL,1958.0,FRAME,C   ,2.0,1.0,0.0,2016-05-10
SINGLE FAMILY,6205  HARDING PIKE,2014-07-15,294500.0,0.57,4326,70000.0,140600.0,210600.0,2875.5,CRAWL,1978.0,FRAME,C   ,4.0,2.0,0.0,2014-07-15
SINGLE FAMILY,6205  MELBOURNE DR,2015-11-17,965000.0,2.12,9226,283500.0,209600.0,493100.0,3322.0,PIERS,1978.0,FRAME,A   ,3.0,2.0,1.0,2015-11-17
SINGLE FAMILY,6205  NEW YORK AVE,2015-06-25,165000.0,0.17,1226,25000.0,83500.0,108500.0,959.0,CRAWL,1900.0,FRAME,D   ,2.0,1.0,0.0,2015-06-25
SINGLE FAMILY,6205  ROBERTSON AVE,2014-02-25,70000.0,0.36,3329,24000.0,50700.0,74700.0,754.0,SLAB,1930.0,FRAME,D   ,3.0,1.0,0.0,2014-02-25
SINGLE FAMILY,6206  BRESSLYN RD,2013-04-26,423000.0,0.94,4429,190000.0,218000.0,410900.0,2827.0,CRAWL,1952.0,BRICK,C   ,4.0,3.0,0.0,2013-04-26
SINGLE FAMILY,6206  FREEDOM DR,2015-07-27,174900.0,0.16,3329,24000.0,90600.0,116500.0,1066.0,CRAWL,1959.0,FRAME,C   ,3.0,1.0,0.0,2015-07-27
SINGLE FAMILY,6206  NEW YORK AVE,2015-03-25,140000.0,0.18,1226,25000.0,72300.0,97300.0,840.0,CRAWL,1944.0,FRAME,D   ,2.0,1.0,0.0,2015-03-25
SINGLE FAMILY,6206 HENRY FORD  DR,2016-09-23,207500.0,0.34,3328,31000.0,112200.0,143200.0,1627.0,SLAB,1958.0,BRICK/FRAME,C   ,3.0,1.0,1.0,2016-09-23
SINGLE FAMILY,6206 LOUISIANA  AVE,2016-08-18,275000.0,0.26,1226,25000.0,48700.0,73800.0,1200.0,CRAWL,1945.0,FRAME,D   ,2.0,1.0,0.0,2016-08-18
SINGLE FAMILY,6207  HARDING PIKE,2015-10-14,415900.0,0.46,4326,70000.0,246100.0,316100.0,3341.0,SLAB,1968.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2015-10-14
SINGLE FAMILY,6207  LARAMIE AVE,2014-07-11,232500.0,0.28,3329,18000.0,124000.0,142000.0,1776.0,CRAWL,1959.0,FRAME,C   ,3.0,2.0,0.0,2014-07-11
SINGLE FAMILY,6208  BROWNLEE DR,2013-03-19,290030.0,1.02,4429,190000.0,413200.0,603200.0,3625.75,CRAWL,1954.0,BRICK,B   ,4.0,2.0,0.0,2013-03-19
SINGLE FAMILY,6208  FREEDOM DR,2016-04-15,182500.0,0.23,3329,24000.0,97100.0,121900.0,1159.0,CRAWL,1958.0,FRAME,C   ,3.0,2.0,0.0,2016-04-15
SINGLE FAMILY,621  ATLANTA DR,2014-04-24,153000.0,0.3,6228,27000.0,108300.0,135300.0,1253.0,CRAWL,1971.0,BRICK,C   ,3.0,1.0,1.0,2014-04-24
SINGLE FAMILY,621  CANTON PASS,2015-03-30,106000.0,0.26,6926,25000.0,85300.0,110300.0,1675.0,SLAB,1967.0,BRICK,C   ,3.0,1.0,0.0,2015-03-30
SINGLE FAMILY,621  CHERYL AVE,2016-03-31,75000.0,0.17,6927,16000.0,45600.0,61600.0,768.0,CRAWL,1948.0,FRAME,C   ,2.0,1.0,0.0,2016-03-31
SINGLE FAMILY,621  GAYLEMORE DR,2013-02-08,129900.0,1.05,6826,40000.0,138900.0,205600.0,1798.0,FULL BSMT,1974.0,BRICK,C   ,3.0,1.0,1.0,2013-02-08
SINGLE FAMILY,621  HARDING PL,2014-01-17,148900.0,0.29,4026,32700.0,151300.0,185200.0,1525.0,CRAWL,1962.0,BRICK,C   ,3.0,1.0,1.0,2014-01-17
SINGLE FAMILY,621  HARPETH BEND DR,2016-04-15,278000.0,0.48,6737,40500.0,191600.0,232100.0,1944.0,FULL BSMT,1969.0,BRICK,C   ,4.0,3.0,1.0,2016-04-15
SINGLE FAMILY,621  HIDDEN ACRES DR,2016-02-16,175000.0,1.1,6926,56300.0,215800.0,275800.0,3960.0,CRAWL,1972.0,BRICK/FRAME,C   ,4.0,3.0,0.0,2016-02-16
SINGLE FAMILY,621  KAY CT,2015-06-05,145000.0,0.32,3926,21500.0,123100.0,144600.0,2200.0,SLAB,1980.0,BRICK,C   ,3.0,2.0,0.0,2015-06-05
SINGLE FAMILY,621  LYNNWOOD BLVD,2014-11-19,725000.0,0.51,9026,401600.0,148500.0,550100.0,3648.0,CRAWL,1946.0,BRICK,B   ,4.0,4.0,0.0,2014-11-19
SINGLE FAMILY,621  MALTA DR,2015-01-30,179000.0,0.94,3534,21000.0,94200.0,115200.0,1806.0,CRAWL,1958.0,BRICK,C   ,3.0,1.0,0.0,2015-01-30
SINGLE FAMILY,621  MARSWEN DR,2013-07-17,163000.0,0.41,4830,30000.0,94800.0,124800.0,1712.0,CRAWL,1956.0,BRICK,C   ,3.0,1.0,0.0,2013-07-17
SINGLE FAMILY,621  TEMPLEWOOD CT,2014-05-08,101700.0,0.38,4131,24000.0,75300.0,99300.0,1062.0,CRAWL,1958.0,BRICK,C   ,2.0,1.0,0.0,2014-05-08
SINGLE FAMILY,621  VINSON DR,2013-08-21,101964.0,0.98,3027,23000.0,72000.0,95000.0,1050.0,CRAWL,1958.0,BRICK,C   ,3.0,1.0,0.0,2013-08-21
SINGLE FAMILY,621 BROOK HOLLOW  RD,2016-05-11,363750.0,0.97,4428,170000.0,146900.0,322000.0,2717.0,SLAB,1955.0,BRICK,B   ,4.0,3.0,0.0,2016-05-11
SINGLE FAMILY,621 N 2ND  ST,2016-06-30,300000.0,0.15,2026,27000.0,120500.0,147500.0,1320.0,CRAWL,2007.0,FRAME,C   ,4.0,2.0,1.0,2016-06-30
SINGLE FAMILY,621 VANOKE  DR,2016-09-20,225000.0,1.3,6931,30000.0,154000.0,212700.0,3000.0,FULL BSMT,1963.0,BRICK,C   ,5.0,3.0,0.0,2016-09-20
SINGLE FAMILY,6210  BRESSLYN RD,2013-08-15,415000.0,0.91,4429,190000.0,189800.0,380900.0,2709.0,CRAWL,1952.0,BRICK,C   ,3.0,3.0,0.0,2013-08-15
SINGLE FAMILY,6211  HARDING PIKE,2015-03-30,409000.0,0.43,4326,70000.0,230400.0,300400.0,2725.0,CRAWL,1965.0,BRICK,C   ,4.0,2.0,1.0,2015-03-30
SINGLE FAMILY,6212  BROWNLEE DR,2014-07-21,730000.0,1.12,4429,190000.0,540300.0,730300.0,4677.0,PT BSMT,2006.0,BRICK,A   ,4.0,3.0,1.0,2014-07-21
SINGLE FAMILY,6212  HENRY FORD DR,2013-08-28,87500.0,0.21,3328,31000.0,81800.0,112800.0,1000.0,CRAWL,1956.0,BRICK,C   ,3.0,1.0,0.0,2013-08-28
SINGLE FAMILY,6212  LOUISIANA AVE,2016-04-01,186000.0,0.17,1226,25000.0,0.0,25000.0,,,,,,,,,2016-04-01
SINGLE FAMILY,6212  PENNSYLVANIA AVE,2016-02-05,290000.0,0.17,1226,25000.0,119300.0,147300.0,1054.0,CRAWL,1972.0,BRICK,D   ,2.0,2.0,0.0,2016-02-05
SINGLE FAMILY,6212  ROBIN HILL RD,2014-02-13,1550000.0,1.14,4429,190000.0,1094100.0,1284100.0,7057.5,PT BSMT,2008.0,BRICK,X   ,4.0,3.0,2.0,2014-02-13
SINGLE FAMILY,6213  HARDING PIKE,2013-07-30,350000.0,0.52,4326,70000.0,254100.0,327200.0,3184.0,FULL BSMT,1963.0,BRICK,C   ,3.0,4.0,0.0,2013-07-30
SINGLE FAMILY,6215  LAREDO AVE,2013-05-23,94000.0,0.29,3329,18000.0,59500.0,77500.0,912.0,CRAWL,1959.0,FRAME,D   ,3.0,1.0,0.0,2013-05-23
SINGLE FAMILY,6215  ROBIN HILL RD,2015-06-26,475000.0,1.43,4429,190000.0,220100.0,410100.0,2504.0,CRAWL,1955.0,BRICK,B   ,3.0,3.0,0.0,2015-06-26
SINGLE FAMILY,6216 NEW YORK  AVE,2016-09-23,235000.0,0.18,1226,25000.0,45800.0,72400.0,1140.0,CRAWL,1920.0,FRAME,D   ,3.0,1.0,0.0,2016-09-23
SINGLE FAMILY,6218  CALIFORNIA AVE,2015-06-05,283250.0,0.17,1226,25000.0,0.0,25000.0,,,,,,,,,2015-06-05
SINGLE FAMILY,6219  NEIGHBORLY AVE,2014-08-29,170000.0,0.39,3330,40000.0,72700.0,112700.0,1056.0,CRAWL,1956.0,FRAME,C   ,3.0,1.0,0.0,2014-08-29
SINGLE FAMILY,6219 ROBERTSON  AVE,2016-10-05,190000.0,0.45,3329,24000.0,121800.0,148800.0,1320.0,CRAWL,1950.0,FRAME,C   ,4.0,2.0,0.0,2016-10-05
SINGLE FAMILY,622  BENTON AVE,2013-04-30,182000.0,0.28,3127,32000.0,136700.0,168700.0,1607.0,PT BSMT,1928.0,FRAME,C   ,2.0,2.0,0.0,2013-04-30
SINGLE FAMILY,622  DES MOINES DR,2015-01-07,134943.0,0.3,6228,27000.0,83600.0,110600.0,1425.0,CRAWL,1967.0,BRICK,C   ,3.0,1.0,1.0,2015-01-07
SINGLE FAMILY,622  EASTBORO DR,2014-02-28,96000.0,0.29,3329,24000.0,58300.0,82300.0,800.0,CRAWL,1957.0,FRAME,D   ,2.0,1.0,0.0,2014-02-28
SINGLE FAMILY,622  S 14TH ST,2014-08-28,150000.0,0.17,2328,25000.0,109800.0,134800.0,825.0,CRAWL,1978.0,BRICK,C   ,2.0,1.0,0.0,2014-08-28
SINGLE FAMILY,622  SHELBY AVE,2015-10-07,385000.0,0.2,2326,60000.0,268200.0,328200.0,2176.0,CRAWL,1920.0,STONE,B   ,4.0,3.0,0.0,2015-10-07
SINGLE FAMILY,622  SKYVIEW DR,2013-07-03,145000.0,0.26,2726,63000.0,118900.0,181900.0,1036.0,FULL BSMT,1950.0,BRICK,C   ,3.0,1.0,0.0,2013-07-03
SINGLE FAMILY,622  STANVID DR,2013-04-25,168000.0,0.89,4830,34500.0,108300.0,165800.0,1668.0,CRAWL,1963.0,BRICK,C   ,3.0,1.0,1.0,2013-04-25
SINGLE FAMILY,622  WESTCREST DR,2013-04-30,197000.0,0.75,4028,32000.0,119400.0,151400.0,1494.0,CRAWL,1957.0,BRICK,C   ,2.0,2.0,1.0,2013-04-30
SINGLE FAMILY,622 SOUTHGATE  AVE,2016-10-21,350000.0,0.17,3127,45000.0,113300.0,165200.0,1303.0,PT BSMT,1942.0,FRAME,C   ,3.0,2.0,0.0,2016-10-21
SINGLE FAMILY,6220  HENRY FORD DR,2014-09-17,190000.0,0.43,3328,31000.0,127300.0,158300.0,1815.0,CRAWL,1959.0,BRICK,C   ,3.0,2.0,0.0,2014-09-17
SINGLE FAMILY,6220  HOMELAND DR,2013-07-19,105000.0,1.09,4926,21800.0,81900.0,103700.0,1456.0,CRAWL,1964.0,BRICK/FRAME,C   ,3.0,1.0,1.0,2013-07-19
SINGLE FAMILY,6220  MORROW RD,2014-11-21,148500.0,0.17,1228,21000.0,135700.0,156700.0,1479.0,SLAB,2005.0,FRAME,C   ,3.0,2.0,0.0,2014-11-21
SINGLE FAMILY,6223  VOSSWOOD DR,2016-04-07,435000.0,1.08,4429,190000.0,164700.0,354700.0,2354.0,CRAWL,1957.0,BRICK,C   ,3.0,2.0,0.0,2016-04-07
SINGLE FAMILY,6228  HILLSBORO PIKE,2016-01-29,795000.0,2.22,9226,378000.0,185900.0,563900.0,3533.0,CRAWL,1960.0,BRICK,B   ,5.0,3.0,0.0,2016-01-29
SINGLE FAMILY,623  BARRYWOOD DR,2014-03-31,306000.0,0.61,4026,46000.0,216200.0,264300.0,1604.0,CRAWL,1955.0,BRICK,C   ,3.0,2.0,0.0,2014-03-31
SINGLE FAMILY,623  BLACKSTONE AVE,2016-04-29,110900.0,0.26,6927,16000.0,77600.0,97300.0,924.0,CRAWL,1949.0,FRAME,C   ,3.0,1.0,0.0,2016-04-29
SINGLE FAMILY,623  DURRETT DR,2013-10-04,155000.0,0.79,4028,32000.0,110400.0,142400.0,1641.0,PT BSMT,1959.0,BRICK,C   ,3.0,2.0,0.0,2013-10-04
SINGLE FAMILY,623  E TRINITY LN,2014-05-09,121900.0,0.41,4832,18000.0,95500.0,113500.0,1248.0,CRAWL,1925.0,BRICK,C   ,3.0,1.0,0.0,2014-05-09
SINGLE FAMILY,623  GEORGETOWN DR,2013-08-15,347500.0,0.96,4426,135000.0,185800.0,320800.0,3070.04001,FULL BSMT,1958.0,BRICK,C   ,3.0,2.0,1.0,2013-08-15
SINGLE FAMILY,623  HOGAN RD,2015-07-29,280000.0,0.5,4026,47000.0,156500.0,203500.0,1200.0,CRAWL,1955.0,BRICK,C   ,2.0,1.0,1.0,2015-07-29
SINGLE FAMILY,623  NASHUA LN,2014-01-13,172000.0,0.13,3329,18000.0,128400.0,146400.0,1800.0,SLAB,1971.0,BRICK,C   ,3.0,2.0,0.0,2014-01-13
SINGLE FAMILY,623  OAKLEY DR,2014-02-28,297500.0,0.53,4026,47000.0,235300.0,282300.0,1978.0,PT BSMT,1957.0,BRICK,C   ,3.0,2.0,0.0,2014-02-28
SINGLE FAMILY,623  PHILWOOD DR,2014-11-26,117000.0,0.62,4131,24000.0,88100.0,112100.0,1283.0,CRAWL,1963.0,BRICK,C   ,3.0,1.0,0.0,2014-11-26
SINGLE FAMILY,623  SKYVIEW DR,2014-07-28,260000.0,0.27,2726,45000.0,225200.0,270200.0,1924.88,FULL BSMT,1945.0,BRICK/FRAME,C   ,4.0,2.0,0.0,2014-07-28
SINGLE FAMILY,623 ELAINE  DR,2016-05-09,244000.0,0.26,4026,35500.0,128500.0,164000.0,1325.0,CRAWL,1962.0,BRICK,C   ,3.0,1.0,1.0,2016-05-09
SINGLE FAMILY,623 FRANKFORT  DR,2016-10-14,179900.0,0.42,6228,27000.0,94400.0,121400.0,1326.0,CRAWL,1973.0,BRICK,C   ,3.0,2.0,0.0,2016-10-14
SINGLE FAMILY,623 LYNNWOOD  BLVD,2016-09-16,1290000.0,0.68,9026,459000.0,649800.0,1108800.0,4208.0,CRAWL,2015.0,BRICK,X   ,4.0,3.0,1.0,2016-09-16
SINGLE FAMILY,6230  BRESSLYN RD,2015-02-23,566000.0,0.98,4429,190000.0,306100.0,496100.0,2933.0,CRAWL,1951.0,LOG,B   ,3.0,3.0,0.0,2015-02-23
SINGLE FAMILY,6230  DEAL AVE,2014-11-21,190000.0,0.37,3329,24000.0,87400.0,111400.0,1080.0,CRAWL,2005.0,FRAME,D   ,3.0,2.0,0.0,2014-11-21
SINGLE FAMILY,6230 DEAL  AVE,2016-09-07,274900.0,0.37,3329,24000.0,87400.0,111400.0,1080.0,CRAWL,2005.0,FRAME,D   ,3.0,2.0,0.0,2016-09-07
SINGLE FAMILY,6230 VOSSWOOD  DR,2016-06-22,651000.0,0.92,4429,190000.0,293600.0,483600.0,3280.0,CRAWL,1956.0,BRICK,B   ,3.0,2.0,1.0,2016-06-22
SINGLE FAMILY,6232  HENRY FORD DR,2014-08-26,172000.0,0.33,3328,31000.0,111600.0,142600.0,1466.0,CRAWL,1959.0,BRICK,C   ,2.0,1.0,1.0,2014-08-26
SINGLE FAMILY,6232  HILLSBORO PIKE,2015-01-21,850000.0,2.2,9226,378000.0,402100.0,780100.0,5516.75,CRAWL,1973.0,BRICK,A   ,6.0,4.0,1.0,2015-01-21
SINGLE FAMILY,6233  BRESSLYN RD,2013-10-18,332000.0,0.95,4429,190000.0,941200.0,1131200.0,5055.0,CRAWL,1952.0,BRICK,X   ,6.0,4.0,1.0,2013-10-18
SINGLE FAMILY,6236  HILLSBORO PIKE,2015-05-21,628000.0,2.46,9226,315000.0,176900.0,491900.0,2901.0,CRAWL,1964.0,BRICK,B   ,4.0,3.0,0.0,2015-05-21
SINGLE FAMILY,6236  VOSSWOOD DR,2013-12-09,362500.0,0.92,4429,190000.0,147700.0,337700.0,2007.0,PT BSMT,1952.0,BRICK,C   ,3.0,2.0,0.0,2013-12-09
SINGLE FAMILY,6238  HENRY FORD DR,2014-09-19,143000.0,0.25,3328,31000.0,124600.0,155600.0,1479.0,CRAWL,1957.0,BRICK,C   ,2.0,1.0,0.0,2014-09-19
SINGLE FAMILY,6238  HILLSBORO PIKE,2015-07-21,1235000.0,2.2,9226,378000.0,298900.0,710500.0,4570.0,CRAWL,1966.0,BRICK,A   ,4.0,4.0,0.0,2015-07-21
SINGLE FAMILY,6238 HENRY FORD  DR,2016-05-13,245000.0,0.25,3328,31000.0,124600.0,155600.0,1479.0,CRAWL,1957.0,BRICK,C   ,2.0,1.0,0.0,2016-05-13
SINGLE FAMILY,6239 HENRY FORD  DR,2016-07-11,217845.0,0.26,3328,31000.0,106100.0,150500.0,1276.0,CRAWL,1959.0,BRICK,C   ,3.0,1.0,0.0,2016-07-11
SINGLE FAMILY,624  BARRYWOOD DR,2015-11-17,350000.0,0.82,4026,46000.0,235200.0,281200.0,1772.0,CRAWL,1956.0,BRICK,C   ,4.0,2.0,0.0,2015-11-17
SINGLE FAMILY,624  BELGIUM DR,2014-03-05,145000.0,0.36,6228,27000.0,114800.0,141800.0,2025.0,FULL BSMT,1983.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2014-03-05
SINGLE FAMILY,624  GAILWOOD LN,2015-07-30,200000.0,0.91,4131,24000.0,102300.0,129200.0,1350.0,CRAWL,1953.0,BRICK,C   ,3.0,1.0,0.0,2015-07-30
SINGLE FAMILY,624  GEORGETOWN DR,2013-10-11,319424.0,0.94,4426,135000.0,159400.0,307900.0,2278.0,CRAWL,1956.0,BRICK,C   ,4.0,3.0,0.0,2013-10-11
SINGLE FAMILY,624  HARDING PL,2015-10-19,147500.0,0.27,4026,30200.0,119800.0,150000.0,1150.0,CRAWL,1961.0,BRICK,C   ,3.0,1.0,1.0,2015-10-19
SINGLE FAMILY,624  N 9TH ST,2013-10-29,336500.0,0.12,1926,21600.0,349900.0,371500.0,2143.75,CRAWL,2013.0,FRAME,B   ,4.0,3.0,0.0,2013-10-29
SINGLE FAMILY,624  RONNIE RD,2015-11-10,175000.0,0.74,6942,35000.0,111500.0,146500.0,1852.0,PT BSMT,1960.0,BRICK,C   ,3.0,1.0,1.0,2015-11-10
SINGLE FAMILY,624  ROWAN CT,2016-03-03,127000.0,0.26,3533,21000.0,76200.0,97500.0,1211.0,CRAWL,1970.0,BRICK,C   ,3.0,1.0,0.0,2016-03-03
SINGLE FAMILY,624 HARDING  PL,2016-06-10,228500.0,0.27,4026,30200.0,119800.0,150000.0,1150.0,CRAWL,1961.0,BRICK,C   ,3.0,1.0,1.0,2016-06-10
SINGLE FAMILY,624 TOPEKA  DR,2016-10-07,183000.0,0.29,6228,27000.0,116600.0,143600.0,2177.0,SLAB,1969.0,BRICK,C   ,4.0,2.0,0.0,2016-10-07
SINGLE FAMILY,625  BATON ROUGE CT,2016-04-01,178000.0,0.43,6228,27000.0,99500.0,126500.0,1348.0,CRAWL,1974.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2016-04-01
SINGLE FAMILY,625  BOSCOBEL ST,2013-01-24,281993.0,0.2,2326,125000.0,201000.0,326000.0,2213.60004,PT BSMT,1920.0,BRICK,C   ,4.0,3.0,0.0,2013-01-24
SINGLE FAMILY,625  COTTONWOOD DR,2015-01-09,63000.0,0.19,4131,19000.0,55900.0,74900.0,792.0,CRAWL,1953.0,FRAME,C   ,2.0,1.0,0.0,2015-01-09
SINGLE FAMILY,625  HUNTINGTON RIDGE DR,2013-07-29,215000.0,0.3,4028,34000.0,144800.0,178800.0,2110.0,FULL BSMT,1971.0,BRICK,C   ,3.0,1.0,1.0,2013-07-29
SINGLE FAMILY,625  MAY CT S,2015-06-12,166900.0,0.34,6950,20000.0,113300.0,134900.0,1755.0,FULL BSMT,1969.0,BRICK,C   ,3.0,2.0,0.0,2015-06-12
